,x,y,Ux,Uy,N,Q,M,pile_number,UC1,UC2,UC3,UC4,UC5,UC6,UC7,UC8,UC9,UC10,UC11,UC12,UC13,UC14,UC_governing
0,0.1375,-1.104,-0.330751829455611,-0.146009857390832,-30.6789123954172,3.95909682997997,-5.65872653587061,1.0,0.0,0.0,0.20440400026850308,0.0,0.0,2.0301252178959373,2.0301252178959373,2.0301252178959373,0.1846475694273305,0.0,0.0,0.0,2.0719062132217037,2.0719062132217037,2.0719062132217037
1,0.1375,-1.13119744429161,-0.331703170885467,-0.145383875182184,-30.6809300360997,3.914073330911,-5.55164531147687,1.0,0.0,0.0,0.20441744317747232,0.0,0.0,1.9917087486379013,1.9917087486379013,1.9917087486379013,0.1825477269563796,0.0,0.0,0.0,2.0334952397131163,2.0334952397131163,2.0334952397131163
2,0.1375,-1.15839488858323,-0.332714712998989,-0.144760175752938,-30.6829491003684,3.85185825471498,-5.44597859524166,1.0,0.0,0.0,0.2044308955713513,0.0,0.0,1.9537997484482763,1.9537997484482763,1.9537997484482763,0.17964608976621538,0.0,0.0,0.0,1.995591739512381,1.995591739512381,1.995591739512381
3,0.1375,-1.18559233287484,-0.333743702197964,-0.144139441385314,-30.684968164637,3.77322371486554,-5.34222426447353,1.0,0.0,0.0,0.20444434796522956,0.0,0.0,1.9165768358330286,1.9165768358330286,1.9165768358330286,0.17597866831133038,0.0,0.0,0.0,1.9583743272479566,1.9583743272479566,1.9583743272479566
4,0.1375,-1.21278977716646,-0.334768892262022,-0.143520972086031,-30.6869858053194,3.67894182483634,-5.24087442273444,1.0,0.0,0.0,0.2044577908741982,0.0,0.0,1.8802165579083006,1.8802165579083006,1.8802165579083006,0.17158147304621868,0.0,0.0,0.0,1.9220195461574578,1.9220195461574578,1.9220195461574578
5,0.1375,-1.21278977716646,-0.334768892262022,-0.143520972086031,-30.6869873927942,3.6835251888271,-5.24087442273444,1.0,0.0,0.0,0.20445780145104642,0.0,0.0,1.8802165579083006,1.8802165579083006,1.8802165579083006,0.17179523569387256,0.0,0.0,0.0,1.9220195504824962,1.9220195504824962,1.9220195504824962
6,0.1375,-1.27360511141677,-0.337021858190454,-0.142159411986266,-30.6914989745145,3.44092619000873,-5.02415586058081,1.0,0.0,0.0,0.2044878607093174,0.0,0.0,1.8024665879415076,1.8024665879415076,1.8024665879415076,0.16048070679978071,0.0,0.0,0.0,1.8442818731189807,1.8442818731189807,1.8442818731189807
7,0.1375,-1.33442044566708,-0.339190301751698,-0.140808980165717,-30.6960137394701,3.17437847260026,-4.82284835630078,1.0,0.0,0.0,0.20451794117648986,0.0,0.0,1.7302454904207196,1.7302454904207196,1.7302454904207196,0.14804923814178228,0.0,0.0,0.0,1.7720730786837897,1.7720730786837897,1.7720730786837897
8,0.1375,-1.3952357799174,-0.34126808645537,-0.139472934164674,-30.7005285044256,2.88531248660369,-4.63842109331834,1.0,0.0,0.0,0.20454802164366162,0.0,0.0,1.664080349717278,1.664080349717278,1.664080349717278,0.1345675442073979,0.0,0.0,0.0,1.705920242875614,1.705920242875614,1.705920242875614
9,0.1375,-1.45605111416771,-0.343253438158376,-0.138147825318202,-30.7050400861458,2.57515868202101,-4.4723222681623,1.0,0.0,0.0,0.204578080901932,0.0,0.0,1.6044907209422086,1.6044907209422086,1.6044907209422086,0.1201023394841477,0.0,0.0,0.0,1.646342912127726,1.646342912127726,1.646342912127726
10,0.1375,-1.45605111416771,-0.343253438158376,-0.138147825318202,-30.7050436358472,2.62351089959922,-4.47232226816229,1.0,0.0,0.0,0.20457810455248246,0.0,0.0,1.6044907209422048,1.6044907209422048,1.6044907209422048,0.12235742942906404,0.0,0.0,0.0,1.6463429218044912,1.6463429218044912,1.6463429218044912
11,0.1375,-1.59203833562578,-0.347312038041877,-0.135287295470784,-30.7151318392599,1.88351819983279,-4.16845022274912,1.0,0.0,0.0,0.20464531909733008,0.0,0.0,1.4954735598377789,1.4954735598377789,1.4954735598377789,0.0878450496430584,0.0,0.0,0.0,1.5373532664662268,1.5373532664662268,1.5373532664662268
12,0.1375,-1.72802555708386,-0.350852843156206,-0.132479370400851,-30.7252271606027,1.38120419545944,-3.94941947691218,1.0,0.0,0.0,0.20471258106672025,0.0,0.0,1.4168940706542266,1.4168940706542266,1.4168940706542266,0.06441772164883056,0.0,0.0,0.0,1.458801311501225,1.458801311501225,1.458801311501225
13,0.1375,-1.86401277854193,-0.35386875036235,-0.129738747380806,-30.7353224819455,1.13149115986623,-3.78126715714274,1.0,0.0,0.0,0.20477984303611044,0.0,0.0,1.35656772997533,1.35656772997533,1.35656772997533,0.05277140253699413,0.0,0.0,0.0,1.398502514089224,1.398502514089224,1.398502514089224
14,0.1375,-2.0,-0.356324826437757,-0.127048756620095,-30.7454106853581,1.14930136644024,-3.62942862995075,1.0,0.0,0.0,0.2048470575809574,0.0,0.0,1.3020941269223048,1.3020941269223048,1.3020941269223048,0.0536020493981638,0.0,0.0,0.0,1.3440564439218807,1.3440564439218807,1.3440564439218807
15,0.1375,-2.0,-0.356324826437757,-0.127048756620095,-30.7454149418286,1.17045386485446,-3.62942862995075,1.0,0.0,0.0,0.20484708594048937,0.0,0.0,1.3020941269223048,1.3020941269223048,1.3020941269223048,0.05458857677731885,0.0,0.0,0.0,1.344056455540615,1.344056455540615,1.344056455540615
16,0.1375,-2.1,-0.356091141451578,-0.125134559692383,-30.7528334354966,1.21275880557529,-3.51026023896639,1.0,0.0,0.0,0.20489651304410247,0.0,0.0,1.2593412647403526,1.2593412647403526,1.2593412647403526,0.056561628918836704,0.0,0.0,0.0,1.3013238457979845,1.3013238457979845,1.3013238457979845
17,0.1375,-2.2,-0.35506177576483,-0.12323255980084,-30.7602571634289,1.2519358269486,-3.38698627549227,1.0,0.0,0.0,0.20494597502198192,0.0,0.0,1.2151154870194485,1.2151154870194485,1.2151154870194485,0.05838879862057419,0.0,0.0,0.0,1.2571183396971592,1.2571183396971592,1.2571183396971592
